author,qtd_livros,media_nota,desvio_nota,ano_medio,cluster
edward albee,12,3.79,3.06,1992,1
edward p. jones,4,2.37,1.86,2001,3
elaine barbieri,37,1.84,2.85,1994,0
elizabeth hilts,4,3.66,2.58,1999,1
evelyn l. beilenson,3,8.08,3.32,1995,1
fc&a publishing,3,2.67,4.62,2001,1
felipe fernandez-armesto,4,0.94,1.88,1997,3
friedrich von schiller,3,6.33,1.15,1990,1
gooseberry patch staff,12,3.08,4.06,1998,1
greg costikyan,3,1.67,2.89,1996,3
gregory hall,3,0,0,1996,3
guido knopp,7,2.57,3.64,2000,1
harriet a. jacobs,4,5.01,2.34,1993,1
henry kisor,3,2.17,2.02,1992,3
isabella bird,3,0,0,1995,3
jack mckinney,9,0.89,1.78,1991,3
jeffrey j. mayer,5,0.6,1.34,1994,3
jennifer niederst,4,4.38,4,2000,1
jeremy seal,6,3.08,3.69,1999,1
jim butcher,7,5.23,2.23,2002,1
johan huizinga,5,1.4,3.13,1982,3
john brosnan,4,2.5,3,1991,1
joost elffers,4,2.5,2.89,1985,3
jã?â¶rg kastner,7,3.5,2.93,2001,1
kate dicamillo,6,3.16,2.1,2002,1
kay turner,3,5.67,3.06,1996,1
kitty kelley,14,3.41,2.93,1990,1
klaus-peter wolf,3,1.33,2.31,1989,3
konrad lorenz,6,4.58,3.95,1984,1
laura parker,6,1,1.56,1996,3
layne heath,3,1.58,2.74,1992,3
linnea dayton,6,3.42,4.29,1997,1
louis d giannetti,3,2.58,2.32,1988,3
manuel de pedrolo,6,3.61,2.55,1982,1
mary alice monroe,8,2.34,1.11,2001,3
michael halvorson,7,1.79,2.38,1998,3
michael kilgarriff,4,3.87,2.74,1991,1
michael l. brown,4,0,0,1998,3
myra rowe,6,0,0,1988,3
nancy butler,9,4.5,3.84,2000,1
naomi shihab nye,4,4.83,3.85,1998,1
nicholas crane,3,1.75,3.03,2000,1
noelle howey,3,2.62,1.07,2002,3
patricia scanlan,12,2.46,3.11,1998,1
paul l. maier,4,3.5,3.42,1996,1
paul william roberts,6,4.25,4.79,1997,1
pauline glen winslow,3,0,0,1982,3
peter gadol,7,2.53,2.82,1998,1
philip kindred dick,4,7.65,2.18,2000,1
rachelle morgan,5,1.31,1.82,2000,3
ralph h. blum,3,4,3.61,1996,1
ricky jay,3,6.44,3.1,1997,1
robert b. silvers,3,4.67,4.16,1998,1
robert elmer,3,8.67,1.53,2001,1
robert m. parker,3,3.33,5.77,1997,1
roger macbride allen,20,3.02,3.19,1997,1
roger mckenzie,3,0,0,1984,3
roger shattuck,3,2.17,0.76,1996,3
ron powers,3,5.17,4.54,1998,1
roy j. cook,3,3.11,2.71,1988,1
s. r. martin,3,0,0,1999,3
shan sa,5,2.97,3.01,2002,1
stephen blake,4,0.42,0.83,1996,3
stephen j. spignesi,9,2.3,3.93,1998,1
steven herrick,4,4,4.69,2001,1
stewart house,4,2.25,4.5,1993,1
susan kearney,25,1.7,1.47,2001,3
susan price,9,1.93,3.48,1999,1
theo aronson,3,0,0,1988,3
theodore menten,3,0,0,1982,3
tracy hogg,3,2.1,2.32,2002,3
webb,4,1.75,3.5,1992,1
white,4,4.38,3.35,1986,1
william gay,4,1.63,1.97,2001,3
alexa smart,4,0,0,1996,3
allen,3,5,4.36,1986,1
anaã¯s nin,3,2.33,2.08,1982,3
andrew m greeley,13,2.19,2.46,1987,3
anne lesley groell,3,1.67,1.76,1997,3
barbara hambly,62,3.79,2.41,1996,0
bart farkas,6,4.19,4.2,1999,1
benjamin stein,5,1.2,2.68,1987,3
bette lord,4,0.8,1.26,1985,3
brad ferguson,7,1.08,1.45,1990,3
brenda jackson,19,4.81,3.59,2001,1
burkhard spinnen,3,0,0,2001,3
caroline roe,8,4.75,4.29,2001,1
cecilia tan,4,5.13,4.17,1999,1
chalker l.,3,2,1.73,1981,3
charles jaco,3,1.67,2.89,1999,3
christopher hilton,3,5.83,1.26,1999,1
christopher nicole,5,0,0,1984,3
constance ash,3,1.48,1.34,1992,3
craig lesley,10,3.58,2.53,1995,1
dan piraro,8,5.85,3.92,1992,1
davidovic mladen,3,9.33,1.15,1993,1
dawn miller,3,3,5.2,1998,1
elizabeth ann scarborough,26,3.2,2.75,1993,0
ezra pound,11,5.09,3.78,1985,1
f.m. busby,6,1.95,1.78,1990,3
fabio,9,2.27,2.02,1995,3
francis gay,3,2,3.46,1998,1
george bernau,5,1.73,3.52,1991,1
george turner,9,3.5,4.32,1993,1
guy brewer,3,0,0,1999,3
gwyn jones,5,2.7,4.02,1988,1
hans-georg noack,4,2.88,4.25,1997,1
harvey diamond,10,1.71,1.71,1993,3
hope s. warshaw,4,4.13,2.95,2000,1
howard moss,4,1.88,2.84,1984,3
howard zimmerman,6,1.17,2.86,1993,3
hugh rawson,3,2.67,4.62,2000,1
jamie simons,3,3.78,4.67,1997,1
janet berliner,3,2,2,1996,3
jean r. ewing,8,1.67,2.83,1996,3
jean van hamme,3,7.33,1.15,2000,1
jeff crook,4,3.25,2.5,2001,1
jeffie ross gordon,4,4.75,5.5,1990,1
jerry pallotta,13,3.79,3.48,1992,1
john caldwell holt,5,2.67,3.66,1987,1
john kaufeld,3,0,0,1998,3
john l. casti,5,1,2.24,1993,3
jorge amado,22,2.12,2.96,1987,3
josef kirschner,3,4.83,5.01,1992,1
judi miller,10,1,2.83,1989,3
judy duarte,6,1.6,1.06,2003,3
judy katschke,10,2.4,3.25,1999,1
katherine pancol,7,2.21,3.01,1994,1
kathryn smith,7,4.25,2.77,2002,1
katya reimann,5,2.6,3.97,1999,1
lapierre,3,5.17,2.47,1994,1
laura anne gilman,5,3.47,2.15,2000,1
lee gruenfeld,9,1.82,2.26,1996,3
leigh anne jasheway,3,3.33,4.16,1997,1
linda sandifer,5,0.25,0.56,1994,3
louie anderson,4,4.01,3.73,1992,1
luci swindoll,3,1.67,2.89,1986,3
lynn kurland,20,3.15,2.49,2000,1
lynne ewing,12,3.11,1.92,2001,1
m. v. carey,9,0.89,2.67,1980,3
manuel rivas,10,6.1,2.34,2000,1
marc brandel,6,3,3.95,1983,1
marcia muller,52,2.06,2.08,1995,0
margaret embry,3,0.89,1.54,1977,3
marisa carroll,20,0.93,1.52,1995,3
marshall  brain,3,2.67,4.62,2002,1
martha c. lawrence,7,4.12,2.64,2000,1
martha kirkland,8,0.98,1.36,1999,3
martin gostelow,3,0,0,1998,3
max barry,4,4.66,0.68,2003,1
michal snunit,3,2.67,2.52,2000,1
molly jong-fast,3,2.71,2.67,2001,1
nancy herndon,7,1.4,1.38,1997,3
olga bicos,10,1.33,2.59,1998,3
patricia tichenor westfall,3,2.65,3.41,1995,1
peter fenton,3,2.4,2.51,1999,1
pillsbury company,3,3,5.2,1993,1
r.d. zimmerman,3,2.67,4.62,1994,1
robert bloch,21,1.33,2.37,1992,3
robin wayne bailey,5,2.8,2.93,1995,1
sallie bissell,5,2.31,1.81,2002,3
sherrie johnson,8,0,0,1994,3
stephan rechtschaffen,3,3.56,4.07,1997,1
syngress media inc.,5,3,2.74,1999,1
tayeb salih,3,2.33,4.04,1987,1
thomas w. lippman,3,0.83,1.44,1996,3
time out,6,5.5,4.46,2001,1
vincent bugliosi,13,2.76,2.91,1992,1
"walter, sir scott",14,1.09,1.92,1995,3
william taylor,4,3.43,2.58,1997,1
a. l. kennedy,6,2,4,2001,1
agota kristof,6,4.85,3.79,1995,1
alan judd,3,2.67,4.62,1993,1
alane ferguson,6,0.33,0.82,1993,3
alexander pope,8,0.67,1.25,1989,3
alexandra sellers,17,1.63,2.35,1997,3
anne morice,4,2,4,1985,1
antonio skarmeta,5,1.92,1.9,1998,3
barbara hodgson,6,2.94,2.95,1999,1
barbara kesel,4,4.62,2.52,2001,1
belle yang,4,3,3.46,1996,1
betsy duffey,10,1.8,2.77,1995,3
binnie syril,3,0.75,1.3,1990,3
bob arnot,3,6.11,1.84,1997,1
boileau-narcejac,6,0,0,1994,3
carlos castillo,5,6.05,4.17,1993,1
carlos fisas,3,2,3.46,1996,1
carol marinelli,4,0.18,0.36,2004,3
caroline latham,4,0,0,1986,3
charles panati,7,3.87,3.82,1992,1
christopher marlowe,12,2.36,3.46,1993,1
cindy bonner,3,1.83,3.18,1996,1
colin mcenroe,4,0,0,1992,3
d. caroline coile,4,6.25,4.35,1996,1
daniel keyes,13,3.19,2.28,1986,3
daniel okrent,5,3.2,3.37,1991,1
daniel parker,9,1.63,2.4,2000,3
david viscott,9,4.56,3.64,1988,1
deborah gregory,6,2.93,3.97,2000,1
diane namm,5,0,0,1991,3
don j. snyder,8,3.03,2.9,1999,1
donna bell,5,0,0,1999,3
dorothy haas,9,0.26,0.78,1989,3
eric tyson,9,1.95,1.68,1997,3
erica jong,40,3.03,2.8,1993,0
felice picano,12,2.2,2.88,1994,1
fenton johnson,5,2,3.94,1993,1
frances itani,4,3.7,3.69,2001,1
frank bonham,4,0,0,1984,3
gareth knight,3,3,5.2,1995,1
gerald a. browne,19,2.18,2.78,1989,3
graeme base,13,7.2,3.83,1995,1
gwyneth jones,4,3.75,4.79,1992,1
hayley ann solomon,6,1.9,2.43,2001,3
henry winkler,3,4.67,3.06,2003,1
herbert r. kohl,3,3.44,3.5,1999,1
hillary rodham clinton,10,2.72,2.59,2000,1
i. m. richardson,9,0.56,1.67,1984,3
j. m. redmann,3,0.44,0.77,2000,3
j. sheridan le fanu,3,7.17,3.33,1998,1
james axler,63,1.39,2.27,1997,0
jane lindskold,12,5.4,3.06,2000,1
jean smith,3,2.78,2.41,1999,1
jean stewart,3,3.5,1.56,1994,3
jean webster,11,3.89,3.18,1993,1
jeanette foster,3,7.67,2.52,2001,1
jeanne williams,8,0.17,0.47,1987,3
jennie tremaine,4,2.25,2.87,1983,3
joe weber,12,1.24,1.67,1994,3
john c. friel ph.d.,4,3.67,4.45,1994,1
john scott shepherd,4,5.25,4.41,2003,1
john skipp,9,2.45,1.27,1992,3
jonathan ross,3,2.67,4.62,1985,1
karen whiddon,3,1.87,0.23,2003,3
kate morgenroth,4,5.08,3.37,2001,1
kaz cooke,6,4.53,4.23,1999,1
larry mcmurtry,101,2.61,2.06,1994,0
laurie cabot,4,2.31,1.95,1998,3
linda murray,12,1.61,2.58,1990,3
lynda barry,10,4.19,3.51,1994,1
mable hoffman,10,1.37,2.42,1986,3
michael erlewine,3,8.33,2.08,1997,1
michael r. phillips,6,3.81,4.27,1991,1
michael savage,3,2.67,2.52,2002,1
monica dickens,9,5,4.8,1984,1
neil peart,3,5.47,1.27,2001,1
nicola cornick,10,2.3,2.73,2002,1
patrick o'leary,4,6.7,2.8,1999,1
paul tillich,3,2.5,2.5,1975,3
philip j. klass,3,0,0,1987,3
quino,12,7.54,2.22,2004,1
rani manicka,3,0.62,0.58,2003,3
richard p. feynman,22,4.5,2.93,1996,1
robert campbell,21,2.31,3.55,1990,1
robert d. hare,3,3,5.2,1996,1
roger rosenblatt,7,1.61,3.07,1993,3
ron padgett,3,3,5.2,1996,1
sarah vowell,5,4.57,1.78,2001,1
sharon snow sirois,4,0,0,2002,3
sheila lukins,4,3.68,4.76,1997,1
steve allen,18,0.86,1.74,1994,3
steven weinberg,3,2.33,4.04,1986,1
susie bright,28,3.46,2.68,1998,0
t.m. wright,5,0,0,1991,3
theodore clymer,4,0,0,1982,3
tom mcneal,3,3.69,1.65,2000,1
twain,3,2.67,4.62,1983,1
urs widmer,14,3.31,3.56,1998,1
vicki noble,3,6,2.65,1989,1
virginia hart,6,0.79,1.23,1990,3
vladimir nabokov,23,3.32,2.91,1993,1
wendy holden,11,2.03,1.62,2001,3
yvonne navarro,14,1.89,2.23,2000,3
adam haslett,3,2.67,1.39,2002,3
adrianne byrd,5,4.85,3.33,2003,1
alan sillitoe,9,1.56,2.36,1986,3
alfredo bryce echenique,12,1.32,2.23,1996,3
alice d. domar,4,4.38,3.94,1999,1
anchee min,13,3.6,2.41,1999,1
andi watson,6,8.54,1.36,2001,1
andrew helfer,6,0.42,1.02,1989,3
andrew lang,19,2.58,3.32,1976,3
ann kiemel,3,5,4.36,1980,1
anne de leseleuc,3,2.83,2.57,1996,1
annette wolter,3,6.67,5.77,1988,1
annie gottlieb,3,4.35,3.78,1998,1
"arthur conan, sir doyle",60,2.92,3.46,1988,0
baxter black,4,3.67,4.27,1998,1
bobbie kalman,7,0,0,1989,3
brian thomsen,5,1.47,2.02,1998,3
carly phillips,19,1.79,1.24,2002,3
carol kendall,3,2,3.46,1987,1
carole dean,3,0.78,1.35,1995,3
carole stott,3,2.67,4.62,1997,1
cathie pelletier,11,3.64,3.72,1993,1
charles capps,4,1.44,1.74,1987,3
charlotte hughes,20,1.28,2.14,1994,3
chris petit,3,1.33,2.31,2000,3
christopher matthew,3,4.11,4,2001,1
clark,6,2.12,2.86,1993,3
craig strete,3,0,0,1983,3
cyril hare,6,1.17,2.86,1991,3
cyril scott,3,0,0,1981,3
david schwartz,4,3,2.09,1991,3
deanne stillman,4,4.94,3.63,1992,1
debbie johnson,3,2.33,4.04,1997,1
doris betts,8,2.22,3.13,1994,1
ed young,6,5.06,4.53,1994,1
eleanor burns,4,1.25,2.5,1995,3
eleanor harz jorden,3,0,0,1975,3
ellen miles,3,2.89,3.66,2002,1
erica frost,4,2.5,2.89,1981,3
erich fried,5,5.8,3.56,1984,1
g. harry stine,5,1.6,2.61,1991,3
gardner stanley,3,0,0,1982,3
george stephanopoulos,4,4.09,2.3,1995,1
glynn marsh alam,3,1.33,2.31,2001,3
gwen cleary,9,1.11,1.75,1991,3
harris,6,1.67,2.58,1986,3
hector bianciotti,3,0,0,1991,3
helen oxenbury,17,2.41,3.36,1991,1
james baldwin,31,5.52,3.19,1991,0
james huston,4,3.26,1.9,2001,1
jan fennell,3,5,5,2003,1
jeanne duprau,4,1.25,2.5,2001,3
jeff carlson,3,7.33,1.15,2000,1
jill mcgown,18,2.44,3.15,1997,1
jim brown,5,2.62,1.62,2000,3
joan a. medlicott,5,3.53,3.33,2002,1
joanne rocklin,6,2.17,2.71,1997,3
john mccabe,3,6,5.2,1996,1
john sherwood,7,0.5,1.32,1991,3
john welwood,4,0,0,1992,3
joyce lain kennedy,7,1.81,3.29,1997,1
julia kristeva,3,0,0,1993,3
karen e. quinones miller,3,4,3.61,2002,1
laura renken,4,3.82,2.82,2002,1
leslie feinberg,3,3.91,4,1998,1
leslie marmon silko,6,3.22,3.7,1994,1
liane jones,4,1.04,1.25,1994,3
lorraine heath,14,1.66,1.45,2001,3
louise l. hay,26,3.86,3.49,1995,1
lucy baker,3,0.58,1.01,1993,3
malcolm yorke,3,4.44,4.07,1996,1
marc tolon brown,24,2.28,3.18,1994,1
marcia brown,4,2.5,2.89,1983,3
margaret george,11,2.42,1.59,1996,3
margaret mahy,29,2.14,2.91,1994,0
marie greenwood,3,1.67,2.89,1997,3
marie-aude murail,4,6.38,4.31,1997,1
marilyn diamond,4,0,0,1995,3
mary rinehart,6,1.83,2.86,1994,3
michael collins,16,2.45,3.31,1995,1
michael rowe,4,0,0,1999,3
mike mcquay,11,0.95,1.65,1987,3
molly cochran,8,4.45,3.97,1998,1
nav press,3,2.67,4.62,1995,1
nicholas pileggi,8,2.26,2.04,1991,3
nikki goldbeck,5,2.7,3.9,1985,1
norah robinson lofts,7,4.79,4.78,1979,1
philippe tapon,4,2,2.83,1998,3
pip granger,4,4.58,2.75,2003,1
rachel simon,3,2.81,2.44,2000,1
ron luciano,5,2.08,1.32,1985,3
rosanne daryl thomas,4,1,2,1998,3
sembene ousmane,3,1.89,2.01,1983,3
sheri cooper sinykin,6,2.5,4.18,1998,1
stewart lee allen,4,3.49,2.38,2002,1
susan meyers,6,1.12,1.74,1993,3
suzanne rand,6,2.08,2.46,1983,3
suzy-jane tanner,3,2.67,4.62,1994,1
t. coraghessan boyle,35,2.89,2.62,1994,0
t. davis bunn,21,2.75,3.67,1998,1
thomas w. phelan ph.d.,3,2.23,2.25,1998,3
tonino benacquista,10,3.17,2.54,1999,1
tor seidler,4,5.11,2.8,1998,1
valerie worth,4,5.17,3.72,1993,1
w. awdry,16,1.61,3.03,1989,3
w. richard west,11,1.67,2.99,1991,3
wilhelm genazino,6,3.58,3.69,1992,1
x. j. kennedy,7,5,4.69,1995,1
yorke,3,4.67,4.04,1996,1
alex kava,11,2.2,1.32,2002,3
allen d. bragdon,4,1.63,1.97,1998,3
allen m. steele,4,5.77,2.26,2001,1
allison leigh,12,2.51,3.21,2001,1
anahita firouz,3,5.67,4.93,2003,1
andrew bryce shafran,3,5.17,4.48,1996,1
andy meisler,4,5.75,1.85,1998,1
anne rivers siddons,45,2.36,2.21,1993,0
anthony appiah,3,1,1.73,1992,3
anzia yezierska,5,2.35,3.9,1998,1
arnold adoff,3,4.67,4.51,1977,1
associated press,3,3.33,5.77,1991,1
barbara d'amato,23,1.97,2.65,1997,3
barbara keesling,4,1.25,2.5,1998,3
barbara seranella,11,4.16,3.29,2001,1
brian stone,3,1.5,2.6,1981,3
brooks whitney,3,6.33,5.51,1998,1
bruce lee,5,4.4,4.39,1988,1
carole bellacera,5,6.69,2.63,2001,1
carolyn mackler,3,4.78,2.99,2002,1
daniel quinn,21,5.19,3.22,1998,1
david farland,10,2.12,3.03,2000,1
david howarth,6,2.43,3.04,1995,1
dennis bock,4,0.96,1.16,2001,3
e. lynn harris,20,3.78,3.2,2000,1
elizabeth barnes,3,3.08,2.7,1990,1
elizabeth drew,3,5.33,1.53,1999,1
elizabeth power,6,0.62,1.01,1994,3
eugene bradley coco,8,2.08,2.23,1991,3
gary david bouton,4,4.25,5.06,1997,1
gaye shortland,3,2.67,4.62,1998,1
george gamow,3,2.89,3.01,1982,1
george mackay brown,6,1.33,2.07,1988,3
gershom scholem,4,6,4,1991,1
gillian kemp,3,8.06,2.55,2000,1
henri bosco,3,5.33,4.73,1999,1
home planners inc,3,5,5,1997,1
hugh pentecost,11,0.55,1.81,1988,3
jacqueline carey,9,3.24,2.72,2001,1
jane shapiro,3,2.5,2.29,2000,3
janice  vancleave,4,3.5,4.73,1992,1
jay quinn,3,2.75,2.63,2001,1
joaquin sabina,3,5.78,5.01,2002,1
john bellairs,36,3.36,3.29,1991,0
john foxe,4,5,5.77,1993,1
john fuhrman,3,2.33,4.04,1998,1
kate coscarelli,8,1.44,1.82,1990,3
lynn abbey,26,2.18,3.09,1993,0
maeve binchy,82,3.12,2.6,1997,0
magdalen nabb,17,4.61,3.84,1995,1
manuel mujica lainez,5,1.7,2.39,1994,3
marcia leonard,7,0.24,0.63,1991,3
mark tully,4,6.75,2.02,1995,1
mary hooper,7,2.5,3.2,1999,1
melissa fay greene,5,2.93,4.04,1994,1
melvin jules bukiet,7,0.12,0.31,1998,3
michael cadnum,13,0.9,2.36,1997,3
michael stearns,4,0,0,1996,3
mitchell smith,13,2.99,4.02,1996,1
nancy richards-akers,5,0.7,1.57,1993,3
oliver l. north,5,1.81,1.72,1994,3
olivier rolin,3,4.17,0.76,1998,3
owen wister,6,1.75,2.93,1992,3
paul d. tieger,5,4.91,3.09,1997,1
paul hutchens,14,1.54,2.96,1975,3
peter copeland,3,5.33,5.03,1985,1
peter pohl,3,1.5,2.6,1997,3
rick joyner,4,1.5,3,1996,3
robert holdstock,19,3.41,3.4,1996,1
roberta isleib,3,4.25,1.15,2003,1
roger lea macbride,12,4.37,2.58,1996,1
ron goulart,9,2.67,3.5,1990,1
sally wittman,5,2.9,3.09,1984,1
seymour reit,9,1.3,3.31,1984,3
sheila ortiz taylor,5,4.3,4.09,1994,1
sonia levitin,15,3.5,3.95,1990,1
stephen e. ambrose,41,3.68,3.12,1997,0
tom de haven,5,2.7,3.49,1992,1
virginia euwer wolff,7,2.73,3.07,1998,1
a. c. crispin,7,2.16,1.27,1991,3
a. j. quinnell,4,5.92,1.64,1998,1
a. s. byatt,22,2.72,2.11,1996,3
alan mitchell,5,1,2.24,1996,3
alexandra jones,4,3.33,3.37,1999,1
alice provensen,6,0,0,1990,3
alison kent,13,1.66,1.78,2001,3
anna seghers,4,1.69,1.97,1987,3
anne weale,26,0.81,1.53,1989,3
barbara cleverly,3,5.67,5.13,2003,1
bernice rubens,21,2.97,3.55,1993,1
better homes and gardens,89,3.53,3.69,1990,0
bill murray,3,1.75,1.75,1996,3
bill watterson,36,6.03,2.72,1994,0
billy collins,10,3.64,4.02,2000,1
bob thomas,10,3.2,4.26,1987,1
c. dale brittain,5,4.05,1.64,1994,1
christopher rowley,15,3.31,3.46,1996,1
david bowker,5,4.6,4.28,2000,1
david carkeet,7,0.66,1.19,1991,3
david cassady,5,6.47,1.74,1998,1
david dun,3,2.17,1.88,2002,3
david korr,5,1.13,1.56,1982,3
david lewis,5,0.8,1.79,1990,3
david morrell,38,1.98,1.66,1995,0
delia sherman,3,3.44,3.1,1996,1
dennis overbye,3,3,2.65,1998,1
dick schaap,3,1.5,2.6,1994,3
don callander,5,2.03,1.45,1995,3
edith skom,5,2.06,2.15,1996,3
edward blishen,5,4.4,3.63,1993,1
elisabeth harvor,3,0.83,1.44,1997,3
elizabeth eyre,3,2.83,3.01,1995,1
elizabeth kary,4,1.13,2.25,1988,3
ellyn sanna,7,4,4.47,1999,1
eric zencey,3,0.16,0.27,1998,3
esther m. friesner,5,1.3,1.86,1995,3
fiona pitt-kethley,4,5.25,3.59,1992,1
florence littauer,7,3.21,3.66,1990,1
gar wilson,14,0,0,1985,3
harold m. silverman,8,3.85,4.32,1994,1
iain m banks,3,8.33,0.58,2000,1
isabel huggan,3,0,0,1992,3
j.d. mcclatchy,4,2.38,2.75,1996,1
jaime o'neill,3,6.17,3.18,1996,1
james k.  lowers,3,9.67,0.58,1960,1
jamie lee curtis,3,6.67,2.08,2000,1
jane dentinger,10,1.85,2.73,1991,3
jenny tyler,5,3,4.47,1986,1
jill paton walsh,13,2.68,3.49,1992,1
jim lovell,4,4.4,4.28,1996,1
jim paul,8,2.85,2.99,1998,1
joanna maitland,4,3.63,2.63,2003,1
joanna russ,6,2.62,3.07,1989,1
john nichol,3,3.17,3.01,1998,1
john r. gribbin,6,2.33,2.58,1993,3
john schaeffer,4,4.25,4.92,1997,1
john wessel,5,0.6,0.98,1998,3
joseph connolly,12,3.85,3.09,1999,1
judy gill,12,0.76,1.4,1993,3
karen kay,8,2.32,2.06,2001,3
kathleen lines,3,5.67,4.93,1982,1
kim lawrence,13,0.77,1.59,2000,3
laura schlessinger,6,3.44,3.08,2000,1
laurie lisle,3,0,0,1990,3
leann weiss,3,7.33,3.79,2000,1
leslie cabarga,4,0.63,1.25,1989,3
leslie o'kane,9,1,1.21,2000,3
linda grant,14,2.08,3.02,1997,1
linda majzlik,7,0,0,2002,3
lindsey davis,29,4.82,2.54,1999,1
lorayne ashton,3,1.67,2.89,1988,3
m masters,6,0,0,1983,3
maria shriver,4,2.72,2.73,2001,1
mark gatiss,4,6,4.08,1998,1
michael parenti,3,5.17,4.54,1998,1
mike moscoe,3,0.29,0.51,2000,3
miriam schlein,7,3.07,3.3,1990,1
nancy larrick,5,1.43,3.21,1989,3
nelson mandela,5,2.87,3.38,1994,1
patricia gaffney,32,2.08,2.31,1999,0
patrick mcdonnell,15,6.72,2.75,1998,1
paul rezendes,3,8,2.65,1997,1
paula tanner girard,7,3.29,4.11,1998,1
peace pilgrim,4,2.67,3.15,1990,1
raymond feist,10,2.58,0.82,1993,3
rendell,7,1.86,3.18,1983,3
richard manton,4,4.25,2.99,1997,1
robert b. reich,7,2.46,2.69,1998,1
robin gardiner,3,5,4.36,1996,1
ron handberg,6,3.17,3.19,1995,1
rupert sheldrake,8,2.04,2,1999,3
stacy allison,3,3.5,3.5,1996,1
stephen a. bly,10,0.4,1.26,1997,3
stephen w. sagman,3,2.33,4.04,1997,1
steven krane,3,5.83,3.55,2001,1
sumner locke elliott,4,0,0,1984,3
white eagle,4,8.25,0.5,1978,1
sarah rossbach,6,5,4.29,1994,1
aime cesaire,3,4.33,4.04,1988,1
alan silverstein,3,2,3.46,1989,1
alessandro bergonzoni,3,4.5,2.65,1995,1
andrew harvey,11,2.23,3.31,1997,1
angela wilkes,10,2,3.27,1995,1
angie ray,5,0.61,1.13,1998,3
anna adams,7,0.88,1.31,2001,3
anna quindlen,26,2.6,1.44,1997,3
anne hampson,21,0.67,1.27,1981,3
b. j. hoff,13,2.36,2.58,1994,3
barbara dimmick,3,2.17,1.89,1998,3
barbara wright,3,0.27,0.46,2000,3
bertrice small,69,2.59,2.37,1995,0
bradford morrow,6,1.5,3.21,1996,3
brian k. vaughan,3,4.38,4.26,2003,1
bruce henderson,3,5.67,4.93,1996,1
bruce wagner,5,3.6,3.36,1997,1
carolyn quattrocki,3,3.33,5.77,1994,1
cathy n. davidson,3,1.29,2.23,1994,3
celia brayfield,10,0.32,0.72,1994,3
cervantes,3,0,0,1996,3
charles handy,6,1.83,2.16,1992,3
charles t. kuntzleman,3,0,0,1988,3
christopher hibbert,10,3.6,3.89,1993,1
cindi myers,5,3.92,0.99,2004,3
clinton heylin,5,3.6,3.36,1998,1
crystal green,9,0.17,0.35,2003,3
dale cowan,3,1.67,2.89,1990,3
dan schmidt,3,0.22,0.38,1997,3
dana clarins,3,0,0,1985,3
daniel pinkwater,23,2.95,3.61,1994,1
dark horse comics,3,6,5.2,1997,1
david alderton,12,2.65,3.45,1993,1
david butler,15,1.24,2.39,1991,3
david copperfield,3,1.3,1.64,1996,3
deborah satinwood,3,0,0,1995,3
donna williams,3,7.44,1.39,1994,1
elaine harper,5,0,0,1984,3
eleanor hudson,4,3.58,4.4,1993,1
elena poniatowska,5,2.5,4.33,1994,1
eliot pattison,7,4.82,2.76,2002,1
elizabeth george,66,3.12,2.41,1998,0
ellen kreidman,5,2,2.74,1993,3
ellen tanner marsh,5,0.67,1.03,1991,3
ellis amburn,7,1.14,3.02,1997,3
eluki bes shahar,3,1.33,1.53,1994,3
eric md berne,3,1.78,1.58,1983,3
eva rutland,13,1.56,1.99,1996,3
franquin,12,5.71,1.99,1987,1
frantz fanon,3,5.33,4.62,1987,1
gail link,8,2.21,3.11,1996,1
gene thompson,3,0.83,1.44,1982,3
giles andreae,3,1.5,2.6,1996,3
harriet scott chessman,4,3.9,1.8,1999,1
helen ketteman,3,3.17,5.48,1995,1
hilary spurling,4,4.38,5.15,1995,1
horace,3,1.67,2.89,1996,3
howell book house,3,7.33,2.08,1999,1
iain lawrence,6,2.05,3.11,2002,1
jalal al-din rumi,5,3.99,4.18,1998,1
james carlos blake,6,3.58,3.09,2002,1
james earl hardy,6,4.6,2.99,1998,1
james r. sherman,3,0,0,1988,3
jane heller,29,2.65,2.61,1999,0
jeffrey meyers,4,4,4.9,1994,1
jennifer thompson,3,0,0,2000,3
jerome stern,3,2.56,2.5,1997,1
joan wester anderson,7,4.89,3.13,1994,1
joe musser,4,4.13,3.75,1987,1
john a. mcphee,3,3,5.2,1978,1
josep pla,5,4.6,4.22,1985,1
judi mccoy,7,2.9,1.96,2003,1
judith moffett,3,2.67,4.62,1990,1
julius lester,15,2.86,3.47,1994,1
justine davis,19,1.96,2,1997,3
kay thorpe,31,0.75,1.72,1990,0
larry kaniut,3,1.94,3.37,1992,1
leo calvin rosten,3,4.5,5.07,1984,1
linda spalding,6,1.5,2.35,1995,3
lion feuchtwanger,5,0.5,1.12,1990,3
lorraine hansberry,9,3.76,2.86,1985,1
louis l'amour,208,1.82,2.44,1987,2
louisa rawlings,4,1.42,2.83,1990,3
lyman coleman,3,3.33,5.77,1987,1
margaret diehl,3,1.33,2.31,1996,3
maria coffey,4,4.78,1.24,2001,1
marion woodman,4,2.25,2.63,1992,3
marjaleena lembcke,3,5,2,2000,1
martin edic,3,1.67,2.89,1998,3
martin mayer,5,1.6,3.58,1984,3
mary sheepshanks,6,1.97,2.19,2000,3
mary wibberley,10,0.13,0.42,1982,3
