author,qtd_livros,media_avaliacao
michael w. fox,2,4
michael walsh,11,2.82
miriam chaikin,2,8
molly keane,4,0
n.e. thing enterprises,5,3.26
nina kiriki hoffman,7,6.16
norris church mailer,2,5.86
osho,25,4.58
paige phillips,2,0.5
pat mullan,2,3
patricia grace,5,2.4
patrick branwell bronte,4,5
paul m. angle,2,7.5
peni r. griffin,3,6.42
peter albano,11,0
peter grimwade,2,0
peter m. spizzirri,3,4
peter walker,2,5
philip yancey,23,3.19
pietro di donato,2,2.5
pratt,3,3.33
prosper merimee,3,2.67
rafe martin,3,1.11
raymond smullyan,5,1.8
rena b. lewis,2,5
robert bolt,4,2.58
robert s. mcgee,3,0.5
roger boylan,2,3.75
rumi,2,7.75
sally roth,3,1.89
samuel c brownstein,4,0
scholastic,4,5.38
scott sommer,3,0
sean desmond,3,3
shariann lewitt,4,0.38
stan tekiela,5,5.6
stephanie coontz,4,1.03
stephen a. mitchell,2,4
susan spencer paul,4,1.28
terry a. adams,2,0
thea kliros,2,0
tim bowler,6,2.72
todd komarnicki,3,3.33
tracy d terrell,2,0
vincent andriani,2,1
vincent cronin,2,4
w. bruce lincoln,5,2.8
w. richard stevens,4,7.5
wendy s. larson,2,3
whitney stine,4,3.38
wilfried erdmann,2,6
william joyce,8,3.46
william shaw,2,2.5
wolff ryp,2,2.5
robert serling,2,1.17
alan saperstein,4,0
aldous l. huxley,2,1.5
alec wilkinson,2,0
alfred lansing,5,4.12
alphonso pinkney,2,3.5
amanda christie,3,7.17
andrew young,2,3.75
andy edmonds,2,3.13
ann maxwell,8,1.18
anne gay,3,0.89
arthur gold,2,4
arthur ransome,4,1.58
barbara raskin,6,0.47
beverly hastings,5,2
beverly sommers,16,0.11
brenda peterson,4,4.75
brett butler,3,4.32
burton raffel,7,3.98
carlene thompson,14,3.42
caroline carver,3,4.08
catherine anderson,23,1.98
charles givens,4,1.35
charlotte lamb,45,0.45
christopher fahy,2,0
cindy garner,3,0
claire rayner,9,3.56
claude izner,2,5.25
clifford chase,2,0
cynthia wright,9,0.81
danuta reah,4,3.38
david a adler,2,0
david brooks,3,1.82
david hewson,6,1.75
deborah camp,11,3.09
deborah lipp,2,9
denise lardner carmody,3,4
donald a. davis,5,3.75
edith holden,4,2.58
elaine ford,4,1.85
elizabeth sims,2,1.33
frank c. smith,2,0
frank rose,2,6
fred rosen,9,2.35
gary provost,4,2
gavin de becker,6,3.75
geoffrey ashe,5,3.77
geoffrey m. bellman,2,2
georgia witkin,3,5.67
gianni riotta,3,3.67
giuseppe pontiggia,2,7.5
grace fox anderson,3,0
hank searls,9,1.57
harold gould henderson,2,7
heather conrad,2,4
heinz insu fenkl,2,2
helen mcneil,3,1.33
helen zahavi,3,3.89
henry berry,2,7.5
ian stewart,11,3.3
ira genberg,2,0
irving stone,23,2.47
isolde heyne,2,6.5
j. david kuo,3,1.17
j. j armas marcelo,5,2.4
j.l. carr,3,5
jack germond,2,3.5
james krã?â¼ss,2,4
james strong,5,5.5
jan cox speas,3,0
jennifer lauck,6,2.6
jenny loring,2,0
jessica durlacher,4,2.75
john katzenbach,17,2.55
john lecarre,12,2.15
john pina craven,2,0
john r. hinnells,3,3.33
juan valera,4,2.13
julian cassell,2,2.2
julie kistler,21,1.2
juliet hastings,2,0
jutta motz,2,0
kate fillion,3,2.11
katharine hepburn,8,2.12
kathleen dexter,2,5.25
kathleen huggins,5,2.43
ken hodgson,4,4.25
kobo abe,10,2.72
lisa childs,3,1.71
lisa peters,2,5
lois stewart,6,2.38
lori gottlieb,2,4.25
lucinda bassett,2,8
maggie robb,2,4.21
marcus pfister,14,2.58
margaret anderson,3,5.67
marilyn sadler,11,2.48
marrie walsh,2,0
martin hocke,2,4.5
mary lyons,20,0.39
maurice waite,2,5
michael cunningham,16,2.97
michael lesy,2,1.14
michael warner,2,7.25
modean moon,6,0
monette cummings,2,0
nelson algren,6,6.75
oscar handlin,2,0
pamela toth,22,0.65
paul bryers,2,1.25
paul cook,2,3.33
paul cornell,6,3
paul leonard,3,3.83
paul mitchell,2,4.75
peter darvill-evans,2,2.5
peter tremayne,21,4.2
philippe van rjndt,2,0.38
pieke biermann,5,3.4
ramon guillem,2,0
rebecca gable,5,5.28
reeve lindbergh,6,2.5
richard h. pitcairn,2,4.83
richard pyle,2,0
rius,4,4
robert  diyanni,2,9
robert jay lifton,3,2.5
robert l. shapiro,2,2.79
ruth bell graham,10,2.25
sam mcbratney,14,4.72
sandra k. rhoades,4,0
sandy troy,4,5.63
sarah saffian,2,0.42
scott poole,2,4.5
sheila kohler,5,4.8
shelley d. schlender,2,0
sigmund dreilinger,2,8.5
simon blackburn,3,4.67
simon brett,47,2.98
stan barstow,6,4.83
stephen f. davis,2,5
stephen henighan,2,0
stephen spignesi,5,3.75
steve farrar,3,5
steve gannon,2,0.83
steven millhauser,14,2.89
susan saunders,47,1.01
suzi gablik,2,4.5
swami rama,2,3.5
thomas powers,3,4.67
tom armstrong,2,0
tom cool,2,0.63
tony mitton,3,0
wells,2,0
wendy cope,3,9.33
william somerset maugham,2,6.5
woody allen,27,4.1
world almanac,4,0
a'lelia bundles,2,1.5
adam barrow,3,1.58
alison lurie,30,3.01
andrew davenport,6,0.95
angela knight,2,7.08
anne ursu,3,3.45
annette broadrick,50,1.03
antony miall,2,2.5
arlie russell hochschild,2,1.25
arthur aron,2,5.5
ben erickson,2,2.5
bernard bailyn,4,5.88
bernhard kegel,4,2.54
bill gates,8,1.16
bob deits,2,3.17
bonnie bryant hiller,7,4.05
brian kilcommons,6,5.18
carole kruppa,3,1.67
carole l. glickfeld,2,6.5
catherine leigh,4,0.75
cathleen galitz,7,1.6
chandler s. robbins,2,6.56
charles cook,2,3.5
charlotte zolotow,11,3.61
chingiz aitmatov,2,5
chocolate waters,2,5
christopher wallace,3,2.17
claire sterling,4,2.5
clarissa pinkola estes,6,1.33
colin dexter,35,2.3
colleen o'shaughnessy mckenna,13,1.65
david ryan long,2,2.04
dayton ward,4,0.38
dennis smith,10,3.92
domenic stansberry,2,5
donna huxley,3,0.33
doris dewitz,2,2.5
e. barrie kavasch,2,2.5
e. e cummings,2,0
ed sanders,4,7.46
edna obrien,3,1.67
edward candy,2,5
egbert osterwald,2,3.25
eleanor cooney,7,1.48
elizabeth alston,3,8.33
eugene c. kennedy,2,1
eugene jackson,5,3.4
faith shannon,2,0
fatema mernissi,3,5.44
felix de azua,4,3
fernando vallejo,2,3
ferruccio parazzoli,2,1.63
frank de felitta,9,1.76
frank samuel caprio,2,1.75
gabrielle euvino,2,0
george steiner,4,1
gerald brittle,3,1.83
hank herman,5,0
helen brooks,12,1.74
henri cartier-bresson,2,5
hugh holton,12,4.51
irma kurtz,3,2.33
jack miles,4,2.05
jackson j. spielvogel,4,2
jacqueline blix,2,5
jacques yves cousteau,3,2.33
james conroyd martin,2,6.75
janet moursund,2,0
jeffrey p. davidson,4,2.17
jenny lykins,5,0.95
jerry stahl,3,4.87
jim haskins,3,5.33
john mason,4,0
john mcmurry,2,5
john ruskin,3,0
john shelby spong,12,4.61
john wagner,2,0
julia darling,2,4.75
julie schumacher,5,2.25
kate stewart,2,5.5
kathryn lasky knight,4,0
l.p. hartley,2,8.5
lana witt,5,3.83
lars gustafsson,6,3.83
lincoln caplan,2,0
lobsang rampa,3,3.67
lois meyer,2,5.63
lucy elliot,3,0
marcos aguinis,2,5.5
margery sharp,6,0.71
maria mcbride-mellinger,2,2.5
marie-luise von franz,3,0.67
marilyn meredith,3,1.5
marilyn monroe,4,3.63
mark helprin,19,2.55
martha bolton,6,3.36
martha cooley,2,3.93
martha williamson,6,5.4
martin walker,3,2.67
mary donkersloot,2,3.5
medard laz,3,2.87
melvin harris,2,2
mercã© company gonzã¡lez,2,6.5
mervin f. roberts,2,0
michael mcgarrity,13,4.12
michael mclean,2,5
michael youssef,2,6.5
michele alexander,2,4.75
mike wickham,2,4.92
mira kamdar,2,3.75
morley callaghan,9,3.24
neil postman,14,3.62
nextext,2,0
nicholas humphrey,2,2.5
nicolette m. dumke,2,5
octavia e. butler,23,4.25
pat lauer,2,7.5
pat ross,12,3.49
pat thomas,2,4
patricia b. seybold,2,1.17
patti labelle,3,3.83
paul rudnick,6,3.21
pope brock,2,0.63
quim monzã³,12,6.84
rachel anderson,5,2.6
richard t. pienciak,5,1.29
rick cook,5,2.52
robin dunbar,3,0
robin paige,14,2.33
ronald wartow,3,3.5
rosa ainley,3,5
ruth k. westheimer,3,3.33
sam chupp,3,5.2
sandra benitez,6,2.93
sara wood,34,1.32
scoppetton,2,3
selected karen sullivan,2,4
shirley nicholson,3,4.17
stephanie johnson,6,1.67
stephanie ocko,2,0
steve senn,3,0
sue-ellen welfonder,5,3.43
susanna mcmahon,2,3
suzanna roberts,2,0
terrill lankford,3,0.56
theodore harold white,4,0
thomas j. stanley,9,3.71
thomas tessier,4,1.88
tina turner,2,1.5
tony gibbs,3,1.72
tony x,2,2.61
updike,5,2.43
winkie pratney,3,3.17
a. m. monson,3,1.08
alfred werner,2,7.5
andrea urton,2,5
anna jeffrey,2,3.54
anne graham lotz,6,3.67
anne heche,4,2.9
anne lamott,23,2.5
archibald d. hart,3,0
ardal o'hanlon,5,2.03
babs harrison,2,7.5
barbara hazen,2,5.75
barry clifford,3,2.28
bernard palmer,5,1.8
bernie glassman,3,8.67
bettina selby,3,1.67
bill clinton,5,1.76
bill martin,2,3.5
bill mccarty,2,7.75
bill yenne,3,2
bob hill,2,0.44
bob ottum,2,0
bonnie angelo,2,5.83
bonnie miller rubin,2,4
boris pasternak,3,6.03
boris starling,2,2.68
chaim potok,33,4.02
chris manby,6,4.32
christina schwarz,8,3.56
christy lockhart,4,1.04
claire bloom,2,0
claire bretã?â©cher,2,7.25
colby rodowsky,5,0.2
dan elish,2,0
dan yashinsky,2,0
danette chartier,3,0
daphne scholinski,2,3.08
david champion,2,2.5
david damrosch,3,2.67
david schiller,3,5.05
deborah ellis,5,3.14
debra mullins,6,2.92
don weekes,4,4.25
edward sklepowich,9,1.44
edwin b. williams,4,1.37
elaine raco chase,3,0
elizabeth longford,2,3
ernst junger,2,8
everett owens,4,4
fanny morweiser,3,0.83
franã?â§ois mauriac,2,2.33
frederick downs,4,2.25
geling yan,2,3
georges bordonove,2,3.5
gordon prange,2,5
greg williams,2,0
gregg keizer,2,4.5
gustav klimt,3,6.83
h.g. wells,12,1.94
hadley irwin,4,0
harold brighouse,2,3.5
harold woods,2,0
hilbert schenck,2,4.5
howard zehr,2,10
irma s. rombauer,6,4.5
j. randy taraborrelli,10,1.92
jama kim rattigan,2,5
james e. oberg,2,3.83
jane m. healy,2,4.5
jane middelton-moz,2,0
janice lee smith,3,0
jayne bauling,6,1
jean brashear,11,2.65
jean m. favors,2,0
jehan sadat,2,4.67
jens sparschuh,3,1.08
joanne harris,28,3.54
joe l. wheeler,8,3.38
john  kaufeld,4,0.81
john  neff,2,2
john muirhead,2,0
john rember,2,8.75
john wainwright,3,0
jon kabat-zinn,6,3.9
jon sharpe,29,0.71
jonathan littman,5,3.7
jose hernandez,4,1.5
judith reitman,4,2.75
karen ball,5,5.17
karl r. popper,2,3.5
kate adie,2,2.29
keith ridgway,2,3.17
kelly street,3,0
kim lewis,4,3.75
kirk martin,2,3.95
lauren bacall,8,1.44
leila merrell foster,2,0
leo atkins,2,4
leo perutz,2,5.75
lois l. kaufman,3,3.33
louis p. masur,3,5.67
madeline harper,11,0.45
marc estrin,2,3.5
margaret carter,2,6
margaret read macdonald,2,5
martin e. zweig,2,5
martin oliver,2,4
melvin van peebles,2,6.5
michael peak,3,0.07
michelle brandon,2,2.63
millard fuller,5,0.5
nancy collins,3,0.33
neal pollack,3,6.48
nick cook,4,2.5
nick malgieri,2,3.5
nick yapp,9,2.72
nina bawden,18,1.82
pam peirce,2,5
pamela kaufman,8,3.38
pat schneider,2,0
paul huson,3,4
peter farrelly,2,0
pia mellody,4,1.5
pierre-augustin caron de beaumarchais,2,1.75
rachel billington,8,1.81
ray stanford,2,1.75
rick demarinis,2,5.25
robert l. gandt,2,0
robert le roy ripley,2,0
ron hoff,3,1.67
ronald w. clark,2,6
roy thomas,2,3
sara paretsky,47,2.43
sarah willis,5,2.12
scott eller,2,0
shannon waverly,12,0.72
sharon swan,5,0.7
sharyn mc crumb,2,0
sheila hocken,2,9
sogyal rinpoche,2,1.33
stanley coren,11,2.86
stephen rebello,3,9
steve burt,2,1.25
steven jonas,2,6
teresa bloomingdale,4,1.75
theodore zeldin,7,2
tim page,3,5.67
tim smith,2,5
val mcdermid,31,4.11
veronika martenova charles,2,5
vidal,4,0
werner keller,4,2.5
william barton,11,2.85
william coughlin,2,1.73
william f. nolan,7,2.74
william sleator,32,4.05
yvonne young tarr,2,0
a. c. baantjer,2,0
a.j. quinnell,3,0
adam c. engst,3,1.67
adobe systems inc,2,2.25
alicia alvrez,4,2.67
allen steele,10,2.04
andrew gibson,3,0.5
andrew schwebel,2,3
ann marie sabath,2,4
anthony quinn,2,0
antonio lobo antunes,13,2.01
arthur schnitzler,10,2.65
barbara j. scot,5,1.75
barbara johnson,18,2.91
bernice e. cullinan,4,0.29
beryl cook,3,6.33
bill press,2,0
birnbaum,2,4.5
bob barner,2,0
boris leonidovich pasternak,7,0.38
brindley louise,2,2.5
burne hogarth,6,6.17
carole n. douglas,2,1.5
charles r. swindoll,47,2.33
chris nickson,5,0.1
cole thompson,2,3
czeslaw milosz,11,4.27
dashiell hammett,36,3.05
david aaron,6,2.22
david freemantle,2,3.5
david h. maister,5,2.6
dawn atkins,6,2.36
diane pershing,7,0.52
don george,2,3.72
donatien alphonse franã?â§ois de sade,2,4.5
dorothy west,5,1.63
edward humes,8,2.42
eileen fulton,2,2
elaine pagels,8,2.98
elisabeth borchers,2,0
ellen fitzgerald,2,0
ellen goodman,9,1.76
emily prager,6,2.34
eric c. fry,2,4
federal aviation administration,6,10
fedor dostoevsky,3,3.13
fletcher pratt,3,2.67
fred wiersema,2,2.5
george s. morrison,3,2.33
gil courtemanche,2,7
gill,2,0
gordon inkeles,3,7.53
gregor gysi,2,1.75
harriet segal,3,1.5
hayden carruth,2,8.5
henry kissinger,4,5.48
ian irvine,4,4.34
ida luttrell,2,2
irene dische,4,0.75
j. (jiddu) krishnamurti,2,0
jack prather,2,10
jacqueline dauxois,3,1.33
james finn garner,9,2.17
james m. cain,10,3.22
james stoddard,2,0
jamie miller,3,3.33
jane pettigrew,3,8.5
jean rouaud,5,2.55
jeff doyle,2,0
joe clifford faust,3,1.78
joe nickell,8,1.47
joel achenbach,4,2.16
"john, sir betjeman",4,1.25
jonathan fast,3,2.33
kalle lasn,2,5.53
kath weston,2,4.5
katherine arthur,14,1.48
katie lee,2,5
kenneth davids,3,2
ketcham,4,4.75
kevin taft,2,0
kunal basu,2,1.5
kã?â¤the recheis,3,3.33
l. sue baugh,2,4
larry brooks,4,5.14
laura dower,11,1.02
laurel collins,4,0
laurence j. lafleur,3,0.83
lee a. jacobus,3,6.67
lesley egan,2,0
lesley hazleton,3,0.56
lewis gannett,3,2.06
lisanne norman,7,2.76
lorraine peterson,5,0.27
lydia adamson,41,1.6
mad magazine,4,2.83
marcus wynne,5,4.67
maria greene,13,2.69
marjorie lewty,8,0.25
mark mccrum,3,0.5
maryanne blacker,2,0
meryl sawyer,14,0.96
michael byers,2,2.11
michael hoeye,6,2.96
milt gross,2,0
mordecai richler,20,4.16
nancy harbert,2,7.5
pamela oldfield,6,3.5
patch adams,2,0.81
patricia springer,6,2.48
patricia whitehead,3,0
paula l. woods,6,1.89
peter brook,2,0
peter marshall,2,0
peter nicholls,2,7.5
rae lawrence,5,0.45
ralph mcinerny,14,4.63
ralph w. cotton,11,0.09
raymond buckland,16,4.14
richard peace,2,3.5
rikki simons,2,1.6
rita golden gelman,10,3.08
robert harris,23,3.69
robert wright campbell,2,2.25
roslynn griffith,3,0
ruth fincher,2,4
ryan ann hunter,4,0.5
samantha berger,3,1.17
sara halprin,2,0
sean stewart,13,2.07
sheila pickles,3,5.83
shelley hrdlitschka,3,3.33
sidney kirkpatrick,5,1.3
stefan beuse,3,4.93
stephen potts,3,4.33
stephen r donaldson,10,2.26
steven d. salinger,2,4.5
stuart palmer,3,2.33
susan edwards,9,2.59
suzanne simmons,9,0.87
takehiko inoue,8,8
thich nhat hanh,28,3.1
thomas hettche,4,1.33
timothy j. o'leary,2,5
tina vasilos,8,1.56
tommy hays,2,4.5
tracy kelleher,2,1.27
tricia springstubb,4,0
una woodruff,2,5
velma wallis,11,4.68
vicki grove,4,3.75
victor ostrovsky,4,0.8
willa cather,47,3.43
yasmina reza,3,5.33
alan epstein,4,7.48
ann ashford,3,8.33
anna murdoch,4,0
arto paasilinna,17,3.75
auguste rodin,2,4.5
barbara burnett smith,2,7
barbara ehrenreich,10,1.66
beresford,3,7.83
bernard asbell,2,0
bernard mcginn,3,1.11
bill farrel,2,7
bill givens,4,5.75
bobby jaye allen,3,8.17
brian callison,2,2
bruce alexander,19,2.35
bruce m. nash,4,0.63
c. warren hollister,3,7.67
carmen green,2,0
celeste de blasis,8,1.56
charles maclean,2,1
christos tsiolkas,2,0
craig shaw gardner,18,1.39
david adams leeming,3,4.44
david s. neft,4,7
david treuer,2,0.71
dean devlin,8,1.28
deborah felder,3,0
deborah lawrence,2,4.17
dian curtis regan,14,1.82
don coldsmith,36,3.8
donald moffitt,4,3
douglas c. waller,4,2.75
douglas clegg,11,1.27
douglas w. clark,2,0.25
dr. joe aldrich,3,2.33
elane osborn,4,2.21
elinor j. brecher,3,1.67
ellen  godfrey,2,1.5
emma lathen,23,2.08
eric c. evans,2,0
eric james fullilove,2,4.5
eric kotani,2,0.58
eric wiggin,2,0
erich neumann,2,0
ezra jack keats,8,1.16
flora speer,18,2.06
francis crick,2,2
francis king,9,2.89
friedrich wilhelm nietzsche,17,2.75
gary j. oliver,3,2.33
gene franks,2,5
george orwell,59,4.74
giuseppe culicchia,4,3.5
gloria swanson,2,2.5
gordon r dickson,2,4.5
grace livingston hill,55,3.05
hannah howell,25,2.19
heron marquez,2,6
hilary mandleberg,3,0
hilary mckay,5,2.7
hope c. clarke,2,9.5
ida chittum,2,0
irene trimble,7,3.34
j. allan hobson,2,0
jack curtis,9,0
jack hoffenberg,3,0
james raven,3,1.67
jan l. waldron,2,0
janet perlman,3,1.5
japan travel bureau,4,2.5
jennifer archer,4,2.46
joe famularo,3,3
joe kurmaskie,2,2.25
joe l. hensley,5,1.93
john e. thomas,2,0
john edwards,2,4
john grant,9,6.89
john ringo,9,5.23
johnny molloy,2,3.5
jon e. lewis,8,2.03
jorge semprãºn,3,0
judith hawkes,6,3.38
judith kerr,12,3.44
julie moffett,6,3.31
k. p. yohannan,4,0
karla schneider,3,3.33
kate angell,2,3.2
kathryn hockett,18,0.97
katie roiphe,7,1.3
kay nolte smith,3,2
keri arthur,5,1.9
kurt brouwer,2,6
lesley anne ivory,3,2.78
lily burana,3,2.77
lori wilde,9,2.93
louis edwards,3,3.06
lowell dingus,2,2.5
lynn pruett,2,2.67
lynn sherr,4,2.5
m. neil browne,3,7
majliss larson,2,2.67
margaret elward,2,10
margarita ruiz,3,3.67
marie birkinshaw,3,0
marie de jourlet,5,0.33
marjorie sharmat,13,1.58
mark r. littleton,2,0
martin connors,5,2.2
martin john yate,12,3.81
marvin kaye,9,1.89
mary ellen gronau,2,3.5
melissa davis,3,2.67
michael carson,7,2.48
michael p. ghiglieri,2,0
mike wright,3,1.5
montserrat del amo,3,5.33
nancy robison,2,0
nasdijj,3,0
nathanael west,6,2.26
niqui stanhope,3,3.33
norman barrett,2,1.25
norman thelwell,2,9
patricia mclinn,19,1.12
patrick hanks,5,3
paul ginsborg,2,4
paul krassner,3,4.47
paula jhung,2,2.78
peter mark roget,8,3.85
peter reese doyle,6,3.33
peter straub,54,2.44
philip davison,2,1.5
raine cantrell,4,0
ralph blum,4,4.92
rama velpuri,4,0
richard b. stuart,2,0
richard platt,10,2.95
richard schickel,3,5
rick p. rivera,2,5
rob kantner,5,0.25
robert stone,19,1.58
robin dexter,2,2.5
ron carlson,2,8
ronald kelly,4,0
ryã?â» murakami,2,2
s. v. date,6,2.74
sam smith,4,4.04
sarah mlynowski,4,2.39
sarah toast,14,4
simon callow,4,3
sonny bono,2,0
stan cutler,5,1.25
stephen coffin,2,0
susan m. lark,4,3.5
suzanne fisher staples,8,5.92
suzanne kingsbury,2,6.33
suzanne morris,2,4
tanuja desai hidier,2,1.31
theresa alan,2,5.61
timothy harper,2,0
tom defalco,3,2
tourã©,2,7
ulrich plenzdorf,2,7.5
valerie j. freireich,3,5.42
virginia andrews,5,2.37
vivian stuart,5,6.6
william monahan,2,4.5
william s. cohen,2,1.75
yves got,2,5
zora neale hurston,21,3.56
a. c. parfitt,2,6.33
adib khan,2,4.43
al cody,2,0
alain debotton,3,4.44
alexs d. pate,5,0.32
alice chambers,2,0
amy keating rogers,2,3.58
ann mcpherson,3,5.89
archibald macleish,2,1.88
barbara grizzuti harrison,4,0.38
barbara vine,30,3.18
bay matthews,9,0.5
belva plain,50,2.56
berlitz publishing company,17,3.35
bettina paterson,8,2.44
blaine m. yorgason,6,3.1
blossom elfman,2,0
bob brier,2,5.17
bob staake,2,5
brian stewart,2,0
brock thoene,5,1.4
c.s. friedman,5,1.89
c.s. lewis,27,3.05
campbell,3,0
charlotte towner graeber,2,0
checkerbee publishing,6,2.79
clare dowling,2,0
claude lanzmann,3,5.67
claudius seidl,2,0
colin cheong,2,8
danzy senna,2,3.22
david graham,2,0
diana gregory,3,2.74
didier van cauwelaert,13,3.84
e.e. \doc smith,4,1.5
e.r. eddison,3,0
edgar lee masters,4,3.29
elie wiesel,36,3.62
elizabeth a. lynn,15,1.91
elizabeth barrett browning,7,5.87
fasa corporation,4,9.5
fred stenson,3,5.67
gail bell,2,6.5
george harrison,3,4
gwynne dyer,2,4
hannah whitall smith,5,0
heimito von doderer,2,0
hidenori kusaka,2,4
irina ratushinskaia,3,3.17
iris rainer dart,9,1.79
james rachels,2,3.5
james smith,3,1.78
jane alison,2,2.25
jane butel,4,4.5
jayne fisher,2,1.75
jean wickstrom liles,2,0
jean-franã?â§ois deniau,2,0
jerome lawrence,4,2.31
john bryson,3,1.67
john coston,2,3.3
john davies,2,4.5
john donaldson,2,0
john kennedy toole,11,3.27
john montroll,3,0
john r. levine,16,2.97
john walsh,6,3.03
john wray,2,0.71
johnson hill,2,0
joseph f. trimmer,4,6
joseph iannuzzi,2,0
joyce tyldesley,9,1.94
juan villoro,2,5.75
julie kaewert,8,2.23
julie tetel,9,0.89
jã?â¼rgen sprenzinger,2,3.5
karen van der zee,13,1.15
keith m. kolmos,2,10
kelly cherry,2,0
lauren day,3,2.33
leo marks,2,4.2
linda ellerbee,7,2.02
linda goodnight,6,0.61
linda wisdom,5,0.92
lisa appignanesi,8,2.89
lisa rogak,2,1.33
lizi boyd,3,0
lloyd fezler,3,0
lois g. grambling,2,4
lois richer,15,1.43
lonnelle aikman,2,9
lynn picknett,2,0.54
marc hudgeons,5,3.7
marc matz,2,0
marian burros,5,5.5
marion roach,2,6.5
mark bishop,2,0
mark schultz,2,10
martha freeman,2,4.24
mary bringle,3,2
mary mccarthy,14,3.21
mary monica pulver,9,5.44
maxx barry,2,2.9
melanie rawn,20,3.7
michael earley,2,5
michael h. hunt,3,6.67
michael jacobs,2,2.5
michael lee lanning,4,1.88
michael seidman,2,0
michiro ueyama,13,10
miguel mihura,3,2.67
morton rhue,3,2.46
nancy b. king,2,4
nancy marie,2,9
nancy mckenzie,6,4.22
nancy stevenson,2,0.5
neal barnard,2,5.25
neil albert,3,1.33
nigel goodall,2,8.5
nina coombs pykare,2,0
norman lebrecht,2,4.33
oakley m. hall,4,2
pamela caldwell,2,0
paule marshall,8,1.26
penny rich,2,1.75
peter j. carroll,2,9.25
rachel druten,2,0
raffaella barker,4,1.71
raven grimassi,4,2.75
readers digest staff,2,2.75
richard brautigan,16,3.89
richard deacon,5,3.07
richard paul russo,5,2.16
richard webster,12,1.75
ripley,2,2.5
robert,2,6
robert doherty,12,3.34
robert j. mrazek,2,4.5
robert laguardia,2,2.5
robin chotzinoff,2,0
roy e. vartabedian,2,2.5
ruth fishel,4,4.5
ruth irene garrett,2,3.88
sarah  hodgson,2,8
seth godin,10,3.34
simon,2,1.03
sonia johnson,5,1.93
sonja steptoe,2,3
steven krauzer,2,1.17
stewart home,5,4.03
suzann ledbetter,7,3.21
sylvia green,2,0
teresa,6,2.64
thomas j. glover,2,8.08
tim healey,2,1.5
tom clark,4,1.92
tom connor,3,2.67
troon harrison,2,5
virginia vail,13,0.1
walter kleinmann,2,0
william a. haviland,3,2.67
william b.  breuer,2,0
william t. close,2,0.69
willy brandt,2,3.5
zoe barnes,10,1.86
adam lebor,2,0
adam smith,11,0.77
adele griffin,7,1
adriane g. berg,3,2.73
aileen ludington,2,0
alan schroeder,2,4
alastair reynolds,12,3.9
alex matthews,6,2.53
alice cary,2,0
amram ducovny,2,3
andrew crumey,5,3.28
andy bellin,2,1.5
ann cameron,5,1.8
ann schweninger,4,2.96
anna lee waldo,9,4.24
anthony curtis,7,2.29
anthony powell,11,4.91
barbara ann kipfer,12,6.79
barney vinson,2,1
"berez, geados bentio",2,1.75
berlie doherty,7,1
beth gutcheon,14,2.61
bob scher,2,5.83
bonnie pega,2,0
brenda clarke,2,0
carmen kurtz,2,3.5
carol kent,2,1.5
caroline moorehead,2,3.25
cecilia dart-thornton,5,5.13
charles laird calia,2,0.67
charles sheffield,39,2.23
christopher corbett,2,5
claremont,3,2.67
clifton fadiman,7,6.27
cynthia heald,7,0.24
damion hunter,2,0
dan shapiro,2,0
dana shilling,4,1.75
daniel clowes,6,4.79
darlene zschech,2,4.67
david c. smith,6,2.25
david horowitz,3,0.83
david lipsky,3,4.17
david rains wallace,3,3.83
debby slier,12,1.67
denise robertson,5,0.5
diane carey,39,2.53
donald palmer,3,1.89
donna smallin,3,1.33
doug wilson,2,2.5
e. c. parnwell,2,4.5
e. l. larkin,4,2.38
editors of cook's illustrated magazine,3,3
edmund swinglehurst,3,0
edward l. ferman,6,0.94
elinor lipman,15,2.24
elissa wald,2,1
ellen rudin,2,1.5
ellen stoll walsh,3,6
emile zola,51,4.04
emmanuel carrã?â¨re,3,6.7
erik orsenna,10,3.25
ernest callenbach,8,4.18
esmeralda santiago,8,2.16
evaline ness,2,2.5
francelia butler,7,0.36
francis scott fitzgerald,5,5.75
gentry lee,6,1.14
george a. petrides,3,6.78
george kennedy,3,1.67
gretel ehrlich,8,2.71
guy murchie,2,5
harry allard,2,1.25
heini gruffudd,3,6.33
herbert zim,2,5
iris gower,7,1.14
irving m. zeitlin,2,6
isabelle holland,15,2.79
jacqueline wilson,23,1.95
jacques lacan,2,4.5
james runcie,4,4.57
jamie james,2,2.5
javier cercas,7,1.59
jean swanson,3,0.89
jean-dominique bauby,6,4.95
jeanne m. dams,14,1.46
jed diamond,2,0
jeffrey m. shaara,6,1.68
jennifer james,4,3.17
jerome e. kaufmann,2,0
jerome tuccille,2,0
jill briscoe,2,3.5
jim burke,2,9
joan peyser,2,1.33
jody duncan,2,6
joe kelly,2,7.5
joe matt,3,7.83
john hurst,2,0
john mcnulty,2,2.13
john sanders,2,0
jonathan lethem,18,2.74
jordan weisman,2,9
jose maria mendiluce,2,1.33
joseph koenig,2,3
josh lanyon,2,1.17
joy melville,2,3
judy fitzwater,6,2
judy kaye,2,0.42
judy rosenberg,3,8.67
julia kent,2,1
julia onken,2,0
julie aigner-clark,8,6.74
julie doucet,2,8.5
kara lennox,11,1.99
karen drogin,2,1.25
karen moline,4,0.93
kate kingston,3,0.83
ken petti,2,1.67
kurt tepperwein,2,1.75
larry bird,3,0.56
lauren collier swindler,2,1
