author,title,year,book_order,avg_rating,num_ratings,prev_year,years_since_last
jean m. auel,"Valley of the Horses (Auel, Jean M. , Earth's Children.)",1983,4,3.135593220338983,59,1982,1
jean m. auel,Clan of the Cave Bear,1983,5,1.375,16,1983,0
jean m. auel,Valley of Horses,1983,6,1.875,8,1983,0
jean m. auel,The Valley of Horses,1984,7,4.361538461538461,130,1983,1
jean m. auel,The Clan of the Cave Bear (Earth's Children (Paperback)),1984,8,3.384259259259259,216,1984,0
jean m. auel,The Mammoth Hunters (Earth's Children (Paperback)),1986,9,3.3974358974358974,78,1984,2
jean m. auel,The Valley Of Horses   Part 1 Of 2,1986,10,0,1,1986,0
jean m. auel,The Clan Of The Cave Bear   Part 1 Of 2,1986,11,8.5,2,1986,0
jean m. auel,"The Mammoth Hunters (Auel, Jean M. , Earth's Children.)",1986,12,2.155844155844156,77,1986,0
jean m. auel,The Mammoth Hunters   Part 1 Of 2,1986,13,0,1,1986,0
jean m. auel,Plains of Passage (Earth's Children),1990,14,3.404255319148936,47,1986,4
jean m. auel,Mammoth Hunters (Earth's Children),1990,15,3.4166666666666665,48,1990,0
jean m. auel,The Plains of Passage (Earth's Children (Paperback)),1991,16,2.5467625899280577,139,1990,1
jean m. auel,The Plains of Passage,1991,17,3,1,1991,0
jean m. auel,The Plains Of Passage   Part 1 Of 2,1991,18,0,2,1991,0
jean m. auel,Valley of Horses (Thorndike Large Print Basic Series),1991,19,10,1,1991,0
jean m. auel,"The Clan of the Cave Bear (Earth's Children Series , No 1)",1998,20,2.8,10,1991,7
jean m. auel,The Valley of Horses,1999,21,4.5,2,1998,1
jean m. auel,The Plains of Passage (Earth's Children (Hardcover)),2001,22,3.75,4,1999,2
jean m. auel,"The Valley of Horses: A Novel (Auel, Jean M. Earth's Children.)",2001,23,4,8,2001,0
jean m. auel,"Clan del Oso Cavernario, El - Los Hijos de La Tierra",2001,24,1.6,5,2001,0
jean m. auel,The Clan of the Cave Bear,2001,25,9,1,2001,0
jean m. auel,"Cazadores de Mamuts, Los - Los Hijos de La Tierra 10b: Edicion",2001,26,4,1,2001,0
jean m. auel,The Clan of the Cave Bear,2001,27,6.833333333333333,12,2001,0
jean m. auel,El Valle de Los Caballos (Hijos de la Tierra),2001,28,3.5,2,2001,0
jean m. auel,The Mammoth Hunters,2001,29,3.625,16,2001,0
jean m. auel,"The Shelters of Stone (Earth's Children Series, No 5)",2002,30,3.827272727272727,110,2001,1
jean m. auel,"El clan del oso cavernario (Auel, Jean M. , Hijos De La Tierra.)",2002,31,4,4,2002,0
jean m. auel,The Clan of the Cave Bear,2002,32,3.75,4,2002,0
jean m. auel,Las llanuras del transito,2002,33,7,2,2002,0
jean m. auel,Los cazadores de mamuts,2002,34,7.5,2,2002,0
jean m. auel,"Les enfants de la terre, tome 4, volume 2 : Le retour d'Ayla",2002,35,0,1,2002,0
jean m. auel,"The Shelters of Stone: On 40 Cassettes (Earth's Children, 5)",2002,36,0,1,2002,0
jean m. auel,"El valle de los caballos (Auel, Jean M. Earth's Children.)",2002,37,7,2,2002,0
jean m. auel,Los refugios de piedra,2002,38,8,2,2002,0
jean m. auel,The Valley of Horses (Random House Large Print),2002,39,9,1,2002,0
jean m. auel,"The Shelters of Stone (Earth's Children, Book 5)",2003,40,2.473684210526316,76,2002,1
jean m. auel,"Les Enfants de la terre, tome 5 : Les Refuges de pierres, volume 1",2003,41,0,1,2003,0
jean m. auel,Ayla und der Stein des Feuers. Roman.,2003,42,0,3,2003,0
jean m. auel,The Shelters of Stone (Earth's Children (Paperback)),2004,43,5,2,2003,1
jean m. favors,My Soul to Keep (An Avon Flare Book),1994,2,0,1,1985,9
jean nash,Sand Castles,1988,2,0,1,1983,5
jean p. sasson,"Ich, Prinzessin aus dem Hause Al Saud. Ein Leben hinter tausend Schleiern.",1994,2,2.1666666666666665,6,1991,3
jean p. sasson,"Ich, Prinzessin Sultana, und meine TÃ?Â¶chter. Ein Leben hinter tausend Schleiern.",1996,3,1.1666666666666667,6,1994,2
jean p. sasson,Princess: A True Story of Life Behind the Veil in Saudi Arabia,1997,4,2.6666666666666665,42,1996,1
jean p. sasson,"Ich, Prinzessin Sultana. Freiheit fÃ?Â¼r mich und meine Schwestern.",1999,5,0,1,1997,2
jean p. sasson,Princess Sultana's Circle,2000,6,3.5714285714285716,7,1999,1
jean p. sasson,"Ich, Prinzessin aus dem Hause Al Saud / Ich, Prinzessin Sultana, und meine TÃ?Â¶chter.",2001,7,0,1,2000,1
jean p. sasson,Princess Sultana's Daughters,2001,8,4.714285714285714,7,2001,0
jean p. sasson,Ester's Child,2001,9,5,3,2001,0
jean p. sasson,"Mayada, Daughter of Iraq: One Woman's Survival Under Saddam Hussein",2003,10,4,5,2001,2
jean rouaud,Of Illustrious Men,1994,2,0,1,1990,4
jean rouaud,The World More or Less,1998,3,0,1,1994,4
jean rouaud,El Mundo Mas O Menos,1999,4,7,1,1998,1
jean rouaud,Die Felder der Ehre.,2000,5,1.5,2,1999,1
jean swanson,Poor-Bashing: The Politics of Exclusion,2002,2,0,1,1998,4
jean swanson,The Dick Francis Companion,2003,3,2.6666666666666665,3,2002,1
jean toomer,Cane (Norton Critical Edition),1988,2,2.75,4,1975,13
jean toomer,Cane,1993,3,6,3,1988,5
jean wickstrom liles,All-Time Favorite Soup &amp; Stew Recipes,1996,2,0,1,1995,1
jean wyrick,Steps to Writing Well With Additional Readings,1997,2,0,1,1986,11
jean-dominique bauby,Le scaphandre et le papillon,1997,2,5,3,1997,0
jean-dominique bauby,The Diving Bell and the Butterfly : A Memoir of Life in Death,1997,3,3.6666666666666665,18,1997,0
jean-dominique bauby,The Diving Bell and the Butterfly : A Memoir of Life in Death,1998,4,4.891891891891892,37,1997,1
jean-dominique bauby,Schmetterling und Taucherglocke.,1998,5,8.5,2,1998,0
jean-dominique bauby,Le Scaphandre Et Le Papillon,1999,6,4.625,8,1998,1
jean-franã?â§ois deniau,Tadjoura,2001,2,0,1,1992,9
jean-jacques sempe,Les Recres Du Petit Nicolas,1997,2,5,2,1988,9
jean-jacques sempe,Le monde du petit Nicolas. (Lernmaterialien),1998,3,4,2,1997,1
jean-jacques sempe,La vie est comme ca. Scenes de la vie mouvementee du Petit Nicholas. (Lernmaterialien),2001,4,4,2,1998,3
jean-jacques sempe,L' univers du petit Nicolas. (Lernmaterialien),2002,5,0,2,2001,1
jean-pierre verdet,Universe (First Discovery Books),1997,2,0,2,1992,5
jeanne allen,Twilight Crossings,2003,2,5,1,1992,11
jeanne avery,Astrological Aspects: Your Inner Dialogues,1985,2,5,2,1982,3
jeanne avery,Astrology and Your Past Lives,1987,3,10,2,1985,2
jeanne avery,A Soul's Journey: Empowering the Present Through Past Life Regression,1996,4,0,2,1987,9
jeanne avery,"Past Lives, Present Loves",1999,5,3.3333333333333335,3,1996,3
jeanne kalogridis,Children of the Vampire: The Diaries of the Family Dracul,1995,2,1.0909090909090908,11,1994,1
jeanne kalogridis,Covenant with the Vampire (Diaries of the Family Dracul),1995,3,2.9,30,1995,0
jeanne kalogridis,Children of the Vampire: The Diaries of the Family Dracul (Diaries of the Family Dracul),1996,4,3,21,1995,1
jeanne kalogridis,Lord of the Vampires : The Diaries of the Family Dracul,1996,5,2.125,8,1996,0
jeanne kalogridis,Lord of the Vampires: The Diaries of the Family Dracul (Diaries of the Family Darcul),1997,6,7,1,1996,1
jeanne kalogridis,Lord of the Vampires: The Diaries of the Family Dracul (Diaries of the Family Darcul),1997,7,2.3,20,1997,0
jeanne kalogridis,The Burning Times : A Novel of Medieval France,2001,8,1.875,16,1997,4
jeanne kalogridis,The Burning Times: A Novel,2002,9,2.3529411764705883,17,2001,1
jeanne m. dams,The Body in the Transept (Dorothy Martin Mysteries (Paperback)),1996,2,0.75,8,1996,0
jeanne m. dams,Holy Terror in the Hebrides: A Dorothy Martin Mystery (Walker Mystery),1997,3,0,1,1996,1
jeanne m. dams,Trouble in the Town Hall (Dorothy Martin Mysteries (Paperback)),1998,4,0,3,1997,1
jeanne m. dams,Malice in Miniature: A Dorothy Martin Mystery (Dorothy Martin Mysteries (Hardcover)),1998,5,2.3333333333333335,3,1998,0
jeanne m. dams,Death in Lacquer Red: A Hilda Johansson Mystery (Walker Mysteries),1999,6,2.142857142857143,7,1998,1
jeanne m. dams,Holy Terror in the Hebrides : A Dorothy Martin Mystery (Dorothy Martin Mysteries (Paperback)),1999,7,2.3333333333333335,9,1999,0
jeanne m. dams,Killing Cassidy: A Dorothy Martin Mystery (Dorothy Martin Mysteries (Hardcover)),2000,8,0,1,1999,1
jeanne m. dams,Malice in Miniature (Dorothy Martin Mysteries (Paperback)),2000,9,1.4,5,2000,0
jeanne m. dams,"Red, White, and Blue Murder : A Hilda Johansson Mystery",2000,10,0,2,2000,0
jeanne m. dams,To Perish in Penzance (Dorothy Martin Mysteries (Hardcover)),2001,11,0,3,2000,1
jeanne m. dams,Silence Is Golden: A Hilda Johansson Mystery (Hilda Johansson Mysteries (Hardcover)),2002,12,4.5,2,2001,1
jeanne m. dams,Sins Out of School: A Dorothy Martin Mystery,2003,13,4.6,5,2002,1
jeanne m. dams,"Sins Out Of School (Wwl Mystery, 474)",2003,14,0,1,2003,0
jeanne mcsweeney,"Getting to Know You: 365 Questions, Activities, Observations and Ways to Get to Know Another Person Better",1994,2,0,1,1992,2
jeanne montague,Wild Bride (Heartfire Romance),1994,2,3.3333333333333335,3,1988,6
jeanne oliver,"Frommer's 2000 Paris from $80 a Day: The Ultimate Guide to Comfortable Low-Cost Travel (Frommer's Paris from $... a Day, 2000)",1999,2,9,1,1997,2
jeanne oliver,Lonely Planet Croatia (1st ed),1999,3,0,1,1999,0
jeanne oliver,Lonely Planet Croatia (Lonely Planet Croatia),2002,4,0,1,1999,3
jeanne oliver,Lonely Planet France (Lonely Planet France),2003,5,10,1,2002,1
jeanne ray,Julie and Romeo (Thorndike Large Print Basic Series),2000,2,0,1,2000,0
jeanne ray,Julie and Romeo,2000,3,4.416666666666667,24,2000,0
jeanne ray,Julie and Romeo: A Novel,2001,4,3.480769230769231,52,2000,1
jeanne ray,Step-Ball-Change,2002,5,3.0434782608695654,23,2001,1
jeanne ray,Step-Ball-Change,2003,6,3.8181818181818183,22,2002,1
jeanne ray,Julie and Romeo,2003,7,2,4,2003,0
jeanne ray,Eat Cake : A Novel,2003,8,2.1153846153846154,26,2003,0
jeanne ray,Eat Cake,2004,9,6,1,2003,1
jeanne ray,Step-Ball-Change,2004,10,0,1,2004,0
jeanne wakatsuki houston,The Legend of Fire Horse Woman,2003,2,0,1,1986,17
jed diamond,Surviving Male Menopause.  A Guide for Women and Men,2000,2,0,1,1989,11
jeff albrecht,Watch Me Grow (Growth Chart Coloring),2001,2,0,1,2000,1
jeff albrecht,Cassie's Magical Crayon (Dragon Tales (Random House Paperback)),2002,3,10,1,2001,1
jeff ball,Self-Sufficient Suburban Gardener,1986,2,0,1,1983,3
jeff ball,Rodale's Landscape Problem Solver: A Plant-By-Plant Guide,1989,3,0,1,1986,3
jeff ball,Yardening,1992,4,0,1,1989,3
jeff doyle,"Routing TCP/IP, Volume II (CCIE Professional Development)",2001,2,0,1,1998,3
jeff koon,Wearing of This Garment Does Not Enable You to Fly : 101 Real Dumb Warning Labels,2003,2,0,1,2002,1
jeff perk,Moon Handbooks: Boston 2 Ed,2001,2,8,1,1998,3
jeff perk,"Moon Handbooks: Massachusetts, including Boston, the Berkshires, and Cape Cod (2nd edition)",2002,3,0,1,2001,1
jeff perk,"Car-Free in Boston: A Guide for Locals and Visitors, 10th Edition",2003,4,10,1,2002,1
jeffrey brown,Unlikely,2003,2,0,1,2003,0
jeffrey hollender,How to Make the World a Better Place: A Guide to Doing Good,1990,2,3.75,8,1989,1
jeffrey hollender,How to Make the World a Better Place: 116 Ways You Can Make a Difference,1995,3,0.7777777777777778,9,1990,5
jeffrey hollender,"What Matters Most: How a Small Group of Pioneers Is Teaching Social Responsibility to Big Business, and Why Big Business Is Listening",2003,4,0,1,1995,8
jeffrey layton,Warhead,1997,2,5,2,1995,2
jeffrey m. shaara,Rise to Rebellion : A Novel of the American Revolution,2001,2,0,1,1998,3
jeffrey m. shaara,Rise to Rebellion,2002,3,2.727272727272727,22,2001,1
jeffrey m. shaara,The Glorious Cause,2003,4,0,1,2002,1
jeffrey m. shaara,The Glorious Cause,2003,5,2,7,2003,0
jeffrey m. shaara,Gone for Soldiers : A Novel of the Mexican War,2003,6,0,5,2003,0
jeffrey p. davidson,The Complete Idiot's Guide to Managing Stress (2nd Edition),1999,2,4,2,1987,12
jeffrey p. davidson,Marketing for the Home-Based Business,1999,3,0,1,1999,0
jeffrey p. davidson,The Complete Idiot's Guide to Reinventing Yourself,2001,4,4.666666666666667,3,1999,2
jeffrey rubin,When Families Fight: How to Handle Conflict With Those You Love,1990,2,0,3,1989,1
jeffrey zeldman,Designing with Web Standards,2003,2,9,2,2001,2
jehan sadat,Ich bin eine Frau aus Ã?Â?gypten.,1991,2,1.3333333333333333,6,1989,2
jemiah jefferson,Wounds,2002,2,0.9,10,2001,1
jen hill,An Exhilaration of Wings: The Literature of Bird Watching,2001,2,0,1,1999,2
jen holling,"Forever, My Lady",2001,2,0,3,1999,2
jen holling,Captured by Your Kiss: Brides of the Bloodstone,2002,3,4.25,4,2001,1
jen holling,Tamed by Your Desire (Brides Of The Bloodstone),2002,4,3,5,2002,0
jen holling,Tempted by Your Touch (Brides Of The Bloodstone),2002,5,1.6,5,2002,0
jeneth murrey,Hell is My Heaven (Harlequin Romance),1982,2,0,3,1982,0
jeneth murrey,Forsaking All Othe (Harlequin Romance),1983,3,0,1,1982,1
jeneth murrey,Tame A Proud Heart (Harlequin Romance),1983,4,0,1,1983,0
jeneth murrey,Double Doubting,1984,5,2.3333333333333335,3,1983,1
jeneth murrey,"Had We Never Loved (Harlequin Presents, No 781)",1985,6,0,1,1984,1
jeneth murrey,Return To Arkady,1985,7,0,1,1985,0
jeneth murrey,"Waiting Man (Harlequin Romance, No 2807)",1986,8,0,3,1985,1
jeneth murrey,"Bittersweet Marriage (Harlequin Presents, No 990)",1987,9,0,1,1986,1
jeneth murrey,"Impulsive Proposal (Harlequin Romance, 3039)",1990,10,0,1,1987,3
jennie louise frankel,You'll Never Make Love in This Town Again,1996,2,2,4,1996,0
jennie louise frankel,You'll Never Make Love in This Town Again,1996,3,7,1,1996,0
jennifer archer,Once upon a Dream,2001,2,1.75,4,1999,2
jennifer archer,Shocking Behavior,2002,3,1.9166666666666667,12,2001,1
jennifer archer,Heat Wave,2003,4,1.6666666666666667,3,2002,1
jennifer donnelly,A Northern Light,2003,2,2.1666666666666665,6,2003,0
jennifer donnelly,The Tea Rose,2004,3,2.933333333333333,15,2003,1
jennifer james,Women and the Blues: Passions That Hurt Passions That Heal,1988,2,3,2,1986,2
jennifer james,"Women and the Blues : Passions That Hurt, Passions That Heal",1990,3,0,1,1988,2
jennifer james,THINKING IN THE FUTURE TENSE,1997,4,7,1,1990,7
jennifer lauck,Blackbird : A Childhood Lost And  Found,2000,2,0,1,2000,0
jennifer lauck,Still Waters,2001,3,0,2,2000,1
jennifer lauck,Blackbird : A Childhood Lost and Found,2001,4,3.46875,32,2001,0
jennifer lauck,Still Waters,2001,5,3.7857142857142856,28,2001,0
jennifer lauck,Still Waters,2002,6,4.4,5,2001,1
jennifer peterson,Heaven Sent (Four Complete Romances in One Volume),2003,2,0,1,2000,3
jennifer sarasin,"Taking over (Cheerleaders, No 26)",1987,2,0,1,1984,3
jennifer weiner,Station Gehenna,1988,2,5,2,1983,5
jennifer weiner,Good in Bed,2001,3,4.4,20,1988,13
jennifer weiner,Good In Bed,2001,4,4,2,2001,0
jennifer weiner,In Her Shoes : A Novel,2002,5,7,1,2001,1
jennifer weiner,In Her Shoes : A Novel,2002,6,3.4909090909090907,55,2002,0
jennifer weiner,Good in Bed,2002,7,4.040425531914893,470,2002,0
jennifer weiner,In Her Shoes : A Novel,2002,8,8,2,2002,0
jennifer weiner,In Her Shoes : A Novel,2003,9,3.431654676258993,139,2002,1
jennifer weiner,Little Earthquakes : A Novel,2004,10,5,2,2003,1
jennifer wilde,Loves Tender Fury,1982,2,0,1,1981,1
jennifer wilde,Once More Miranda,1983,3,0.625,8,1982,1
jennifer wilde,Love's Tender Fury,1983,4,1,1,1983,0
jennifer wilde,Angel in Scarlet,1986,5,2.727272727272727,11,1983,3
jennifer wilde,The Slipper,1987,6,0,2,1986,1
jennifer wilde,They Call Her Dana,1989,7,2.6,10,1987,2
jennifer wilde,When Love Commands,1991,8,0,2,1989,2
jennifer wilde,The Slipper -Trade Pb,1993,9,2,1,1991,2
jenny arden,"Some Enchanted Evening (Harlequin Romance, No 2995)",1989,2,0,4,1988,1
jenny arden,"Intense Involvement (Harlequin Romance, No 3055)",1990,3,0,1,1989,1
jenny arden,"Arrogant Invader (Harlequin Romance, No 3115)",1991,4,5,1,1990,1
jenny arden,Running Scared (Harlequin Presents/#1399),1991,5,0,3,1991,0
jenny craig,Jenny Craig's Little Survival Guide: 201 Tips for Managing Your Weight and Your Life,1996,2,0,1,1995,1
jenny craig,Jenny Craig's No Diet Required: Recipes for Healthy Living,1997,3,0,1,1996,1
jenny loring,"Interlude (Superromance, No 388)",1989,2,0,1,1987,2
jenny lykins,Lost Yesterday (Time Passages Romance),1997,2,1,9,1997,0
jenny lykins,Echoes of Tomorrow (Time Passages Romance),1997,3,0,3,1997,0
jenny lykins,Distant Dreams (Time Passages),1998,4,2.3333333333333335,3,1997,1
jenny lykins,River of Dreams (Time Passages Romance Series),1999,5,1.4,5,1998,1
jenny oldfield,Third-Time Lucky (Horses of Half Moon Ranch Series),2001,2,0,1,2001,0
jenny oldfield,Summer Special: Jethro Jr (Half Moon Ranch Series),2001,3,0,1,2001,0
jenny oldfield,"You Must Be Joking, Jimmy (Definitely Daisy)",2003,4,0,1,2001,2
jenny oldfield,"Just You Wait, Winona (Definitely Daisy)",2003,5,0,1,2003,0
jenny oldfield,"You're a Disgrace, Daisy (Definitely Daisy)",2003,6,5,2,2003,0
jenny oldfield,After Hours,2003,7,2,2,2003,0
jenny oldfield,"I'd Like a Little Word, Leonie (Definitely Daisy)",2003,8,0.3333333333333333,3,2003,0
jenoyne adams,Resurrecting Mingus,2002,2,5.666666666666667,3,2001,1
jenoyne adams,Selah's Bed: A Novel,2003,3,1.5,4,2002,1
jens christian grondahl,Silence in October,2002,2,0,2,2001,1
jens sparschuh,Der Zimmerspringbrunnen. Ein Heimatroman.,1997,2,3.25,4,1993,4
jens sparschuh,Die schÃ?Â¶ne Belinda und ihr Erfinder. ( Ab 8 J.).,2001,3,0,1,1997,4
jeremy flint,Bridge: The First Principles,1985,2,0,1,1977,8
jeremy jackson,Life at These Speeds: A Novel,2003,2,0,1,2003,0
jerome a. barron,Constitutional Law in a Nutshell (3rd ed) (Nutshell Series),1995,2,0,1,1986,9
jerome e. kaufmann,"College Algebra (with CD-ROM, Make the Grade, and InfoTrac)",2001,2,0,1,1999,2
jerome lawrence,Inherit the Wind,1982,2,3.5789473684210527,19,1982,0
jerome lawrence,The Night Thoreau Spent in Jail,1983,3,1.6666666666666667,6,1982,1
jerome lawrence,Inherit the Wind.,1998,4,0,1,1983,15
jerome tuccille,Trump: The Saga of America's Most Powerful Real Estate Baron,1988,2,0,1,1984,4
jerry honeycutt,Windows 95 and Nt 4.0 Registry &amp; Customization Handbook,1997,2,0,1,1996,1
jerry honeycutt,Using the Internet (Using ... (Que)),1997,3,10,1,1997,0
jerry schad,California Deserts (Geographic Series),1988,2,0,1,1983,5
jerry schad,Afoot and Afield in Los Angeles County,1991,3,9,1,1988,3
jerry schad,Afoot &amp; Afield in San Diego (Afoot &amp; Afield),1998,4,0,1,1991,7
jerry spinelli,Space Station Seventh Grade,1985,2,5,1,1982,3
jerry spinelli,Jason and Marceline,1986,3,6,1,1985,1
jerry spinelli,WHO PUT THAT HAIR IN MY TOOTHBRUSH?,1986,4,3.3333333333333335,3,1986,0
jerry spinelli,Maniac Magee,1990,5,6.5,2,1986,4
jerry spinelli,"Report to the Principal's Office (Spinelli, Jerry. School Daze.)",1991,6,0,2,1990,1
jerry spinelli,Space Station Seventh Grade,1991,7,0,2,1991,0
jerry spinelli,Maniac Magee,1992,8,2.6315789473684212,19,1991,1
jerry spinelli,Report to the Principals Office (School Days Series),1992,9,1.2,5,1992,0
jerry spinelli,Who Ran My Underwear Up the Flagpole?,1992,10,0.8333333333333334,6,1992,0
jerry spinelli,There's a Girl in My Hammerlock,1993,11,0,2,1992,1
jerry spinelli,Picklemania (School Daze),1993,12,1,2,1993,0
jerry spinelli,Maniac Magee (Thorndike Large Print General Fiction),1993,13,10,1,1993,0
jerry spinelli,Who Put That Hair in My Toothbrush?,1994,14,0,2,1993,1
jerry spinelli,Do the Funky Pickle (School Daze),1995,15,6,2,1994,1
jerry spinelli,Fourth Grade Rats,1996,16,1.2,15,1995,1
jerry spinelli,Crash,1996,17,2.3333333333333335,3,1996,0
jerry spinelli,The Library Card,1997,18,0,1,1996,1
jerry spinelli,Crash,1997,19,1.1428571428571428,7,1997,0
jerry spinelli,The Library Card (Apple Signature Edition),1998,20,3.1666666666666665,18,1997,1
jerry spinelli,Wringer (Trophy Newbery),1998,21,3.5833333333333335,12,1998,0
jerry spinelli,Library Card,1998,22,5,1,1998,0
jerry spinelli,Wringer,1998,23,4.75,4,1998,0
jerry spinelli,Knots in My Yo-Yo String: The Autobiography of a Kid,1998,24,0,1,1998,0
jerry spinelli,Maniac Magee,1999,25,3.6153846153846154,13,1998,1
jerry spinelli,Who Put that Hair in My Toothbrush?,2000,26,6.333333333333333,3,1999,1
jerry spinelli,Crash,2000,27,0,2,2000,0
jerry spinelli,Stargirl,2000,28,9,1,2000,0
jerry spinelli,"East End, West End und dazwischen Maniac Magee.",2000,29,0,1,2000,0
jerry spinelli,Stargirl,2000,30,5.027777777777778,36,2000,0
jerry spinelli,Stargirl (Orchard Black Apple S.),2001,31,4.5,8,2000,1
jerry spinelli,Taubenjagd. ( Ab 12 J.).,2001,32,0,1,2001,0
jerry spinelli,Stargirl. ( Ab 12 J.).,2002,33,0,1,2001,1
jerry spinelli,Stargirl,2002,34,0,1,2002,0
jerry spinelli,Stargirl,2002,35,3.9594594594594597,74,2002,0
jerry spinelli,Maniac Magee,2002,36,2.6875,32,2002,0
jerry spinelli,Loser,2002,37,4.666666666666667,3,2002,0
jerry spinelli,Loser,2003,38,3,3,2002,1
jerry spinelli,Crash. Das Leben ist Football.,2003,39,0,2,2003,0
jerry spinelli,Wringer,2004,40,0,1,2003,1
jerry spinelli,"Tooter Pepperday (Stepping Stone,  paper)",2004,41,0,1,2004,0
jerry stahl,Perv: A Love Story,2001,2,3.6,5,1998,3
jerry stahl,Plainclothes Naked,2002,3,7,1,2001,1
jesse liberty,Teach Yourself C++ in 24 Hours (Teach Yourself in 24 Hours Series),1997,2,5.5,2,1994,3
jesse liberty,Teach Yourself C++ in 21 Days (Sams Teach Yourself ... in 21 Days),1997,3,4.5,2,1997,0
jesse liberty,Sam's Teach Yourself C++ in 21 Days (3rd Complete Compiler Edition),1999,4,3,1,1997,2
jesse liberty,WebClasses From Scratch,1999,5,2.5,2,1999,0
jesse liberty,Sam's Teach Yourself C++ in 24 Hours (2nd Edition),1999,6,0,2,1999,0
jesse liberty,"Sams Teach Yourself C++ in 21 Days, Third Edition",1999,7,0,1,1999,0
jesse liberty,Sams Teach Yourself C++ in 10 Minutes,1999,8,0,1,1999,0
jesse liberty,XML Web Documents From Scratch (From Scratch),2000,9,4,1,1999,1
jesse liberty,Sams Teach Yourself C++ in 10 Minutes (2nd Edition),2002,10,0,1,2000,2
jesse liberty,"Programming C#, Third Edition",2003,11,0,1,2002,1
jessica durlacher,De dochter: Roman,2000,2,0,1,1999,1
jessica durlacher,Die Tochter.,2001,3,8,1,2000,1
jessica durlacher,Das Gewissen.,2001,4,3,2,2001,0
jessie smith,Grover's Day at the Beach: A Counting Story (Sesame Street Get Ready Series),1988,2,0,1,1988,0
jesãºs moncada,La galeria de les estÃ tues,1992,2,6,1,1988,4
jhonen vasquez,Johnny The Homicidal Maniac : Director's Cut,1999,2,7.666666666666667,6,1998,1
jill briscoe,Prayer That Works,2000,2,0,1,1995,5
jill dupleix,"Bread, Tomato, Garlic: Quick Cooking With 3 Main Ingredients",1999,2,9,1,1996,3
jill eisenstadt,From Rockaway (Vintage Contemporaries (Paperback)),1988,2,6,3,1987,1
jill gascoine,UnersÃ?Â¤ttlich. Roman einer verhÃ?Â¤ngnisvollen Obsession.,1998,2,0,1,1995,3
jill henry,A Candle in the Window (Zebra Historical Romance),2000,2,0,6,1999,1
jill jarnow,"A Shot at Love (Sweet Dreams, No 80)",1985,2,0,1,1975,10
jill jones,My Lady Caroline,1996,2,2,5,1995,1
jill jones,The Scottish Rose,1997,3,1.8571428571428572,7,1996,1
jill jones,Essence of My Desire,1998,4,0,2,1997,1
jill jones,Circle of the Lily,1998,5,1.5,4,1998,0
jill jones,The Island,1999,6,0,8,1998,1
jill jones,Bloodline,2000,7,1.3333333333333333,6,1999,1
jill jones,Remember Your Lies,2001,8,0,5,2000,1
jill jones,Every Move You Make,2002,9,2.25,4,2001,1
jill mansell,Solo,1992,2,0,2,1991,1
jill mansell,Kiss,1993,3,0,1,1992,1
jill mansell,Sheer Mischief,1994,4,0,1,1993,1
jill mansell,Open House,1995,5,0,2,1994,1
jill mansell,Two's Company,1996,6,7,1,1995,1
jill mansell,Miranda's Big Mistake,1999,7,0,1,1996,3
jill mansell,Perfect Timing,1999,8,1.72,25,1999,0
jill mansell,Good at Games,2000,9,0,8,1999,1
jill mansell,Nadia Knows Best,2004,10,5.333333333333333,9,2000,4
jill mansell,Two's Company,2004,11,0,1,2004,0
jill mccorkle,Ferris Beach: A Novel,1990,2,3,3,1985,5
jill mccorkle,July 7th (Front Porch Paperbacks),1992,3,3.6666666666666665,9,1990,2
jill mccorkle,Crash Diet,1992,4,0,3,1992,0
jill mccorkle,The Cheer Leader,1992,5,2.3333333333333335,3,1992,0
jill mccorkle,Ferris Beach,1993,6,8,1,1992,1
jill mccorkle,Crash Diet: Stories,1993,7,3.75,4,1993,0
jill mccorkle,Carolina Moon: A Novel,1996,8,3.25,8,1993,3
jill mccorkle,Carolina Moon: A Novel (Ballantine Reader's Circle),1997,9,2.6666666666666665,12,1996,1
jill mccorkle,Crash Diet: Stories,1997,10,0,1,1997,0
jill mccorkle,Tending to Virginia: A Novel,1997,11,2,4,1997,0
jill mccorkle,Final Vinyl Days and Other Stories,1998,12,0,1,1997,1
jill mccorkle,Final Vinyl Days: And Other Stories (Ballatine Reader's Circle),1999,13,7,1,1998,1
jill smolinski,Flip-Flopped: A Novel,2003,2,0.7,10,2002,1
jilly cooper,Octavia,1977,2,4,2,1976,1
jilly cooper,Class: A view from middle England,1979,3,9,1,1977,2
jilly cooper,Emily,1981,4,0,1,1979,2
jilly cooper,Lisa &amp; Co,1981,5,0,2,1981,0
jilly cooper,Jolly Marsupial: Down Under and Other Scenes,1982,6,0,2,1981,1
jilly cooper,Riders,1986,7,0,3,1982,4
jilly cooper,Rivals Hardcover,1989,8,8,1,1986,3
jilly cooper,Angels Rush in,1991,9,3,2,1989,2
jilly cooper,How to Survive Christmas,1992,10,0,1,1991,1
jilly cooper,Emily,1998,11,0,1,1992,6
jilly cooper,Score!,1999,12,3.5,4,1998,1
jilly cooper,Pandora,2002,13,0,1,1999,3
jim alexander,"When Somebody Needs You (Silhouette Special Edition, No 784)",1992,2,3.75,4,1989,3
jim alexander,When Somebody Loves You (Silhouette Special Edition 9748),1992,3,0,1,1992,0
jim alexander,Here Comes The Groom,1993,4,0,1,1992,1
